id,text,label,
118,"If you read ""Why does he do that?"" (It's a free online PDF), you will find that there are several different types of abusers. One is called, if I remember correctly, ""The Feminist."" 

He knows the lingo, and how to twist words to make himself the picture of support. Anything he has done wrong can be explained away to some type of issue with society making him this brute of a man. This type of abuser rarely hits or rapes, but cuts down his partner in other ways. Controls her in other ways, but can become rather physically evil if he senses that his control is slipping (such as others daring to compliment you and you not automatically responding in an appropriate way to him). 

I only recommend that book if you are certain you can read it safely without him getting angry over it. This is one interaction, but you may find more -- less obvious -- interactions of abuse highlighted in the book. ",ANECDOTE,
119,"Thank you internet hero, I think maybe this is what I am needing. ",ANECDOTE,
120,"Absolutely not, you are a legal adult with control over where you go. I advise organizing with a friend to have check ins for a bit to make sure you're safe and if you don't check in they'll check on you and if necessary call the police. But no, they absolutely cannot force you to leave.  Don't go to the airport or anything like that with them either. ",ADVICE,
121,"Yes, she's agreeing to the divorce and will cooperate on everything. Thanks for the information, I did not know the embassy could be a legal notary for situations like this. ",ANECDOTE,
122,"No, in Canada you only need the consent of one involved party for a recording to be legal. You can't record others, but you can record yourself interacting with others without their knowledge or consent. I looked into this very thing for my wife when her boss was being an asshole.",WARNING,
123,"It was hard for me finish reading your whole post because I wanted to shout 'RED FLAG! RED FLAG!' If you cannot talk to your best friend, you do not have an amazing relationship. And you are not ""allowing him to feel jealous,"" if you could actually control his emotions, you could wave you hand and command him not to feel jealous.  He feels jealous because he's choosing to believe there's something to be concerned about.  

This isn't exactly a matter of ""right"" or ""wrong"" or other judgments.  Different people have different personal boundaries as far as what is acceptable and comfortable in a relationship. It's important to know your own boundaries as well as your partners, so you can have a discussion about whether or not you're able to meet each others' needs. 

What are your boundaries?  What are your needs in and outside your relationship?  Does you partner honor and respect your needs?  Is this, overall, an appropriate situation for you?

&#x200B;

Tara Eisenhard  
Divorce/Breakup Coach",APPRAISAL,
124,"This is false information, you don’t inherit medical debt. The hospitals may harass you for it for sure but it is just a scare tactic, and is not really a legal requirement of living family. ",WARNING,
125,"That's a shame my dear
Well if you ever want someone to talk to let me know and I'll give you a way to get ahold of me whether messenger through Facebook or whatever I do wish you the best of luck kiddo",EMOTIONAL_SUPPORT,
126,Recently started working at a coffee shop with a drive through. It took me all of 20 minutes to noticed how intense some people's stares can be while you're making their drink. It's incredibly nerve racking. ,ANECDOTE,
127,RED FLAGS ARE EVERYWHERE GIRL LEEEEAVVVEEE ,ADVICE,
128,"> I want this dog taken away from them TODAY.



Well that's likely not happening, unless you have video evidence of them mutilating the dog in some way. What abuse do you have on video? What you have may be enough to start a case, but not enough to warrant an emergency removal. ",WARNING,
129,"i feel as though it could work out if OP told the sister she would need a place to live and help getting a part time job if she were to tell her parents. that way 1.) sister knows what’s at stake. and 2.) sister may be able to give OP the resources she needs to be able to tell her parents and be okay without their financial support. 
i feel putting a plan together for the risks of her parents would ease OP’s stresses and thus make a more comfortable life for her and her partner. ",ANECDOTE,
130,Maybe you can get your work to pay or help for grad school? Personally that's the only way I'd go back to school. ,ANECDOTE,
131,"My own pathway from feeling what you described to only accepting the Good Shit instead of letting people walk all over me is this:

Focusing on myself and my needs/desires. It has to do with building up my self love and care. Doing things I find actually fun and things that bring my joy. Reaching out to real friends and being very grateful for them. The right person will give the same amount. ",ANECDOTE,
132,"Okay. What I don’t understand, even though you love your parents, is why your big concern is telling them? If they were amazing parents, and I’m sure they are, they would be okay with it eventually. So you have to decide. Are you willing to get into a slight argument or have a little small trouble with your parents so you can be with/ support the person you love? Because I think you need to get some priorities straight. ",APPRAISAL,
133,"your parents sound awesome! they are probably so happy you're rid of the bad gf...so happy 

keep in mind that lists are your friends; make lists for every room

e.g. think about cooking your favorite meal - make a list of lol the tools you need & bed, bath & beyond will have everything you need

a good thrift shop is good for some kitchen things 

Ross has great prices on sheets 

good luck dude - congrats ",ADVICE,
134,"If you guys are about to divorce over a baby name, there's NO WAY you'll make it through actual marriage.",APPRAISAL,
135,"I'd say that life isn't always fair and you have to learn to roll with the times when your time and efforts aren't rewarded appropriately.    It's aggravating, but it's character building to learn to accept an unfair decision.    ",ANECDOTE,
136,"Did you even read the same post I did? 

Healthy intamacy outside of a primary relationship is important. But she has shown that she isn't open to op having that kind of healthy intamacy elsewhere. trust needs to work both ways. ",APPRAISAL,
137, I honestly tried asking people I know well they normally say oh your not creepy ether that or they avoid the question I don't know if it's because I tower over a good 60% I asked her boyfriend politely saying it feels like She was afraid and intimidated due to my size which truthfully I honestly thinks it's something else due to the fact she's been hung out with people larger then myself as for my friend I don't know what to do about him I tried talking to him and the only person that really treats me like a friend is the youngest member of our group you got any more advice? ,ANECDOTE,
138,"Take the time you're going to spend not talking to recover, just be sad.. it's ok, slowly but surely you'll get through this. Get new hobbies and do all those this you said you would do to get her back, but do it for yourself, to see yourself improving and one day you'll realize you're ok. 

And if you guys do start talking again, don't do it with second intentions, someone is going to end up hurt there.",ADVICE,
139,"The warranty is to cover things that break because of something the manufacturer did.  There's no kind of engine failure that would cause water to get in.  (Assuming it's water, not antifreeze or some other fluid.)

Unfortunately, it's going to be difficult for your parents to prove somebody else was responsible for the water since they don't know how it got there in the first place.",WARNING,
140,He can (and should) report it to his employer's IT department and his supervisor ASAP.,ADVICE,
141,They've caught and proactively refunded every fraudulent charge I have ever had (3 times) within 2 hours. Sorry you've had bad experiences....,ANECDOTE,
142,"this guys is disgusting lmao, if he doesnt wanna flush because it might mess up the water pressure for his shower then he can flush AFTER his shower. this situation also happened before with my family but i always flushed after my shower",ANECDOTE,
143,"Thanks,

I don’t know how to value a pension value  into a count for retirement savings.  If anyone had a calculator I’d like a link. I have a state gov. pension that I’ve  paid into for 10 years. The calculator from the state site says it is worth currently ~ 800 a month in income at retirement, but there are periodic COLA  adjustments. It is almost 1/3 of my current income after paying into my 401k. ",ANECDOTE,
144,"I made this comment a while back for someone else to help them understand:

""Sure someone can be mature at 20, but they lack experience, and you dont stop (peak) developing until 25. A 20 year old has been out of their teens 1 year, while the 30 year old has had 10 years to mature and experience life. Imo, if you're older than 25 you shouldn't be dating someone 20 or younger. Age matters less when one partner is 30 and the other 40 because theyve both had time to experience adulthood. Without it theres a power dynamic. Who knows better? The 20 year old as I said is still developing and just entering adult hood with a year of experience outside of their teens.

I dont think if a 20 year old dates a 30 year old the 20 year old is at fault. I think it's unfair of the 30 year old and (s)he knows exactly what (s)hes doing. The 20 year old wouldnt know any better.""

There's guys out there that don't get it, and think going after young girls is ok, but we call those predators. If you're a mature adult who cares about your partner- you make sure they're not too young for you so they have a chance to experience life and figure it out. Adults aren't just looking for looks. It's a red flag. ",APPRAISAL,
145,"You should definitely seek a support group of other people in the same boat as you. 

The long and short of it is that you can’t do anything about his drinking, only he can do that. But you can choose how much of you that you dedicate to him and his problem. You don’t need to enable him, and you don’t need to be tolerant with him. Look after you, and try to seek some local support groups for the families of alcoholics, you may hear some life changing stuff there. ",ADVICE,
146,"In College/University I found most of my classes were big enough that you can sit away from people who you don't like pretty easily. 

High School was a lot harder since the classes were smaller. I tried sitting as close to the teacher as possible so there was an increased chance they would be caught if they tried anything. Also, try timing getting to class just before class starts and leave immediately after leaving them little time to do anything. 

The big question though is why do they hate/dislike you. Is there anything you can do to change that?",ANECDOTE,
147,If anything the lady is more at fault for not appropriately setting boundaries. Blaming the guy for pursuing a girl who is interested is just shifting blame. ,APPRAISAL,
148,"There’s no limit on love, it took me 2 years to finally let my guard down and express that I loved my bf because of past relationships. I didn’t want to get hurt again. The main thing is if she’s still willing to give it a go then maybe  give it a little bit of time. She probably does love you it’s just that she wants to be sure before she uses ‘the word’

But also remember it may never happen.",ADVICE,
149,"Yes, you can. And while I agree with the OP that VTSAX is a very very above average choice, I'd mention that there are comparables with Fidelity or Schwab. Fidelity's even has zero expense ratio, instead of 0.04%.

As for the other question, I would not take a bond on a company at 3%, since the US federal government can offer a similar return and is significantly less likely to go bankrupt. But I would not be taking bonds period if you are not nearing retirement (though there are more attractive than the mentioned), I would be buying companies. Thus my agreement with the OP as far as u/all_in_VTSAX. I'm sorry, where did that u/ come from?",ADVICE,
150,"We don't have enough details on this specific case but I can imagine in certain cases a prosecutor could argue conspiracy, aiding and abetting, and/or complicity against the seller if they sold it to a woman who explicitly stated they were using it to get money from men, or even offering to split the profits. ",WARNING,
151,I found Chase to be no better than BoA. Best bank if you can is a credit union. ,ADVICE,
152,"If you haven't tried AlAnon, you may find it really helpful. It's a support group for the friends and families of alcoholics, and you could ask a question like this and get advice from other people who have been there and done that, so they will completely understand. Plus in AlAnon you'll be encouraged to choose a female sponsor (usually an older woman, so you can benefit from her experience), who can serve as a good friend and as part of your support network, which it seems like you're looking for. ",ADVICE,
153,What do you recommend as far as retirement goes? I am really interested in putting money away,ANECDOTE,
154,"Well you failed to poke any holes because all of your arguments have been things that would never be recommended on this sub. Making justifications for poor financial decisions is basically trying to put lipstick on a pig.

Even in a business where you need to keep up appearances, 1-2 year old used cars can be purchased and maintained well for a few years. If someone was in one of those fields, they should make enough to be able to pay cash. If they don't, then they suck at their job and shouldn't be spending more than they can afford even if they feel they need to drive a nice car. There are also varying degrees of nice car, one doesn't need to buy the most expensive thing on the lot. Good enough can truly be good enough. One could also choose to go into a field that pays well that doesn't make them feel like they have to spend tons of money to ""appear"" to be better than they are. There are plenty of options, nobody has to lease, and I still see no case where a lease is a sound financial decision for anyone.",APPRAISAL,
155,"That’s not something small to lie about. Run from this one. Do not marry. 

You will anyway....",ADVICE,
156,You could average 10% on mutual funds with less risk.,WARNING,
157,If he quits the jerking off then sex will become way more appealing. Jacking off multiple times a day is not lazy. It's something else. Not sure what.,APPRAISAL,
158,"You should move forward under the assumption that Alex is still on the lease, because by your own admission, the paperwork to remove Alex from the lease was never finalized.  Do not assume it's finalized until it's actually finalized and you are in possession of proof that it was finalized.  If the apartment complex is not receiving your faxes, then get up and go hand-deliver or mail via USPS certified/return-receipt the paperwork they require.

Your Alex-and-me contract has nothing to do with the state of the lease.  No contract between you and Alex can modify the lease.  The only thing that contract is going to help you with is potentially suing Alex for what they owe you.",ADVICE,
159,"I agree with the advice you have been given. You are 18, you need to focus on your education for your future! You can always support her by being a good friend and being there in that capacity. In no way should she expect you to take on a heavy emotional and financial responsibility at this point in your life.",EMOTIONAL_SUPPORT,
160,"Ditch this dick. You can do loads better. I promise you, 100%.",ANECDOTE,
161,"Not too familiar with auto insurance, mostly health insurance.

I'd definitely get in contact with both your auto insurance and his, and ask how this works for getting coverage for your medical expenses.

Typically with medical insurance we'd automatically deny any claims where there was possible third party liability, especially with auto accidents. After auto accidents I'm not much help 😭 sorry brother. I feel it works similarly, but your best bet is to ask the insurance responsible for paying for their subrogation department.",ANECDOTE,
162,Rare carat.com and check out four mine I was able to get a ring for much cheaper than Jared Allen or brilliant earth. Also no taxes for me and I literally saved about 350 dollars just on sales tax. Don't buy a car if you can't afford ring. Honestly a new car loses its appeal after 3 months and then you're just paying for a depreciating asset that goes up in price because of interest.,ADVICE,
163,I switched to an online bank as my primary about ten years ago.  I opened a new local bank account when I moved 6 years ago because I felt like I should have one but have literally never used it.,ANECDOTE,
164,"Cuddle up to her, read her body language, and if she seems into it go in for a kiss. If she’s leaning away from you, back off. If her body language is unclear, use your words. ",ADVICE,
165,"Find someone to split Netflix and Hulu with, and get an antenna. ",ADVICE,
166,"You can take the shot and look for your ideal or you can stay with her, take your choice. But if you’re out on the dating world again, it’ll take some time.

But you can still have a great four year experience as a single person outside of sex and love, it’s all up to you.",APPRAISAL,
167,"You can't get over this without first determining why it bothers you. Are you scared that she'll leave you for an ex, are you envious of her sexual history, or is there some other reason it bothers you. Regardless of what the reason is it's on you to get over it, go see a counselor of you think it will help.",ADVICE,
168,"I'm not saying everything has to be 1:1. The comment I responded to was not helpful to the OP. I said ""IF you were resentful you would be rightfully resentful"" because if one person is not okay with arrangement then the arrangement is not ok.",WARNING,
169,My girlfriend doesn’t do that but that does not surprise me at all. There’s nothing wrong with consenting adults doing this kind of thing and it’s not “gay” ,APPRAISAL,
170,"Pretty interesting. For those who read this and use gift cards, credit card reward points, and/or an employee discount, make sure you select orders and shipments in the drop down box, not the items report. The items report list will show you what the total normally is and won't factor in your discounted price. I also noticed it tried to add the time I turned a prepaid Visa card from my internet provider into an Amazon gift card and the time I bought an Apple TV with gift cards from my Chase rewards, I had to delete those because I wasn't technically spending money that came out of my pocket.

I looked through my list and it seems that I don't normally hit $100 a month. Most of my items are household goods or pet supplies. December is when it really goes over, but I enjoy doing Christmas shopping online to stay away from big crowds. I enjoy the two day shipping, especially around the holidays. Sometimes one day or same day shipping where I live, which is worth it. Plus I like the 5% back when shopping on Amazon or at Whole Foods with my Amazon Prime Rewards Visa. I think if someone doesn't use Amazon a lot or aren't taking advantage of certain perks, it may not be worth it.",ADVICE,
171,"2 sounds like a credit card utilization issue. What's your utilization at? 

3 and 4 sound like they are the result of your student loans leaving their grace period, and there isn't really much to do there except to keep paying them down. 

>Should I even be concerned?

758 is still a great score. There isn't much, if any, difference between 758 and 778. So no, I wouldn't be concerned. ",APPRAISAL,
172,"Respect. Trust. How will the rest of the year be like. Follow your heart, your gut instinct. If I found out my boyfriend did this it would be over.",ADVICE,
173,"You could do that. And I would recommend it because moving money between accounts when they're all Capital One will be a breeze. However, moving money from PNC to Capital One and vice versa, if you ever have to transfer money, will take a few days.",ADVICE,
174,"Are you maxing out every financial aid/grant opportunity since you’re a single mom & in school? The whole point of those is to elevate you from the level you’re at now to self-sufficiency. Use those tools. There’s often child care on campus. 

Make sure you go to a legit school and not some 40k school for a CNA certificate. Community college, state school etc. look for grants for student housing, work programs everything. Talk to financial aid ppl. ",ADVICE,
175,"Then just see what your credit score is like after the refi, and if it's still in a good range for the card you want, you should be fine.",APPRAISAL,
176,"Have you tried calling the court house to discuss this with someone? They might have advice for you. 

Also did you try requesting a postponement or were you just requesting to get out of jury duty?",APPRAISAL,
177,"Occasionally blunt force to the chest can cause a heart attack. [Source](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4963698/). It's more likely what you said though.

It's also very common for things to be lost in translation, so an unrelated heart problem gets called a heart attack by the family and friends. ",WARNING,
178,"In my experience, any form of change is generally terrifying when you have anxiety, so I feel for you there. The best advice I can offer is to take it step by step/day by day. It sounds corny af, but for me, it does help. 


It's very easy to become overwhelmed when you think of everything all at once. It can be hard, but try to forget that mental checklist and just concentrate on the task at hand. When you wake up in the morning, just focus on getting to work. Once you get there just focus on whatever your first task is, and so on. 


I really hope this helps, and good luck at your new job!",ADVICE,
179,"All grade schools, colleges and universities (even the happiest well-funded public districts and the private schools) have their hierarchies and their politics, and it sounds like you're having a lot of trouble with the administrative and authority side of things.

Maybe a move out of the regular public lower grade-school education is the right direction, but I don't really have suggestions on where to go.  There are certainly other kinds of teaching, but they tend to not pay as well or come with benefits.  Some teachers thrive in vocational schools (you have 20 years in hospitality, maybe teach in a hospitality program?), some in after-school academies.

The problem with getting a master's degree is that you can be just as unhappy with one as without one, but then also stuck with the cost (or the loans).",WARNING,
180,">looking at paying off loans for 2-3 years

LOL more like 20 years. 

But aside from that I agree with you—borrowing money for living expenses as a student is generally a bad idea. But in this circumstance, a modest loan for one semester is not horrible, if the alternative is dropping out. Or worse: paying tuition and committing, on the delusion that you'll be able to figure out how live on $200 for months and then dropping out because you can't make it work. ",ADVICE,
181,"This is actually one of the reasonable answers that often goes overlooked. Most Sheriff's departments undergo more civil law training than city PD's who primarily focus on criminal law. In Texas, Constables also handle these kinds of things and are required by state law to undergo a certain number of hours of training on Civil law. Reach out to your county sheriff's office and ask to speak to a deputy on the matter. ",ADVICE,
182,"Just because someone may forgive the husband for being a rapist, like a close friend or future partner, does not mean it's in any way sensible for OP to. ",APPRAISAL,
183,"Being a good mother comes from how she nurtures, and loves a child. She can be lazy and be a good mother.

Whether or not you want to be with a lazy person, especially if, as it seems, you don’t respect her because of it, is another matter.",APPRAISAL,
184,"She says she wasn't raped, but that would mean she consented, and you can't consent while intoxicated (can't make a clear decision).",WARNING,
185,">Actions I intend to take:

>Hang signs saying ""Please do not touch gym equipment"" and ""[Landlord] and [me] are not responsible for injuries from using equipment.
>I'm going to send out an email to all the tenants letting them know that I'm going to be setting up this gym and asking them to to touch or use any of the equipment not because I don't like them but because if someone gets hurt even if they have no intent to sue me their health insurance could attempt to. 

These precautions are probably sufficient for ADULT neighbors.  If a child is injured, however, these precautions are likely worthless.   Younger children are not expected by the law to use common sense, or even to follow rules they've been given.   This is the root of the 'attractive nuisance' doctrine.  If you should have been able to reasonably anticipate that kids might play on something dangerous, you have a duty to take reasonable steps to prevent them from accessing it.  

There's no way to leave a really cool looking machine laying around and be totally free from liability.  If you can't section it off in a way that lets it remain locked and inaccessible, there's always some risk.  ",WARNING,
186,"God, at 18. Please consider adoption. You be doing the child and yourselfs a favor. 

Edit: Let me add, if I where you I would not become the legal father. Support her ofc but not legally. Please 18 is too young. Adoption is the best option if abortion is out. ",ADVICE,
187,"It isn't only about breaking up, but consider what happens if one of you gets hit by a bus and killed. Now their estate(aka their parents & siblings) are your new co-owners. 

A real estate lawyer can set you up with transfer on death deeds to each other to avoid such a mess. Lots of things like that which happen automatically for a married couple require extra legal forms and special consideration for an unmarried couple.",WARNING,
188,"Thanks for your response, I really hope that’s what it is",APPRAISAL,
189,"Just as an opinion, i think you should go. If he starts acting crazy, or handsy just make it official, u want nothing more than to just be friends. If it gets to outta hand just leave. Be calm and subtle and have fun, dont let a thought ruin a good time with your friends.",ANECDOTE,
190,"And you're saying that this photo of her did not invoke those feelings?

Have you been able to feel sexual attraction towards her since she sent that photo? When was the last time you felt sexually attracted to her if not?",APPRAISAL,
191,"Do you love her? Do you find her attractive? I’m not sure why she lied about her age. Probably because she didn’t think she’d get as much male attention as an older woman. I don’t know. I think you need to discuss the issue with her and you need to decide whether her deception is a deal breaker for you. For me, I don’t think it makes sense to throw away a good relationship over this, but I don’t know the whole situation. ",ANECDOTE,
192,Tell him you don't to get married yet when it comes up. Seriously. You're both super young so you can use that as an excuse. ,ADVICE,
193,"Sounds more like there was a fluke in the software.
Have you looked into this possibility?",APPRAISAL,
194,"I mean the answer seems pretty obvious. She doesn’t seem to care about your feelings as a person or friend...seeing as it sounds like the “Hey, hows it going?” Text never comes in.
You pointed how even after you texted her to have a conversation she sucked in responding.

My advice if you want her attention, just stop helping her. If she comes to you looking for help, just politely decline or say your busy out with friends and you’ll get back to her when you can. Don’t make yourself so available to her, your time is precious and you could be focusing that time with someone else.

I’m gathering you like her and this is why it’s an issue. Yet you gotta ask yourself at the same time, if she changes only due to the fact that you’re cutting her off from the norm...will it be worth it or will you just be falling down the same spiral eventually.",ADVICE,
195,"If you are saving 15% of income towards retirement and have a 6-month emergency fund, then go ahead if you really want to.  Otherwise it's a pretty terrible idea financially ",WARNING,
196,Being more active in the morning may help. Getting up and creating a routine of exercising and making yourself some breakfast might help with your morning. Endorphins does wonders in amping up your mood  ,ADVICE,
197,"Just from reading the title, I'm going to say that this individual is not your best friend and shouldn't even qualify as a friend if he's made an attempt to break you up with your girlfriend so he can ""get with her"". That's disgusting behaviour from anyone, and even worse from a friend. Call him on his shit and don't waste any more time associating with this asswipe.",APPRAISAL,
198,I like to play things super dl too. I’ve never actually liked someone without them telling me they liked me first and I’m kinda of know for that. It feels weird to like someone without knowing if they do or not. I could have people help me out but I also wanna be chill about it and keep it to myself ( and by that I mean no one at my school knowing),ANECDOTE,
199,"One of the disadvantages of being unemployed is that you’re desperate to get a job, any job.

Use your current job as an advantage. Being already in a job gives you the time that a jobless person doesn’t have. Use your time to find job offers. If you read about a job that doesn’t pay enough, be patient and keep on looking. Keep doing this until you find a more laid-back job that looks better than what you’re doing right now.

Same with interviews. If you are not accepted, be patient and try again in the future. Already having a job helps you to be less nervous during interviews.",ADVICE,
200,"How long were you together? If it’s been less than a month, I would probably change the language of the text to be a little bit nicer even if he doesn’t deserve it. If you’ve been together for a while, I would at least call him and talk to him about it. ",ANECDOTE,
201,"I know of two people that went to do different dealerships and had it programmed for $60-90 and it took less than 15mins. 

I figured I was paying a higher price than normal to begin with.",ANECDOTE,
202,Your success story is inspiring good for you man!,EMOTIONAL_SUPPORT,
203,"Eh, just go out and start talking to people. See if anyone speaks English and ask if you can join them. Tell them you're on vacation but the people you were with went to bed early and you want to stay out and have a good time.

Hopefully you'll see people around your age. If you can just start talking to people like that, the conversation should flow naturally. They'll ask where you're from, you can tell them, and then you get to know them a bit. Maybe play some games together if it's a bar. Ask them to play darts, shuffleboard, pool, or whatever they have, then just get to know them.

If you're there with your parents then it's pretty well impossible to bring a girl back unless you have separate rooms. If you do have a separate room, awesome! Go for it! If you don't, then it's going to be pretty tricky to go home with a girl to her place. Maybe if you have a car or they do you could work something out there, but that seems pretty iffy.",ADVICE,
204,"You have relatively mixed and moderate positions in a highly polarized political atmosphere. So do I, although your opinions are largely a mirror of mine.

You might try just starting with making friends without talking politics.",APPRAISAL,
205,"I plan on following your past advice, and I feel your right, if they will instantly judge me because of my looks, why should I even bother?

Edit: I also want to say thanks for taking so much time on this socially inept stranger.",ANECDOTE,
206,"Thank you so much for this. I really appreciate that you took the time to read this and reply with such a thoughtful comment. It's comforting to hear this from a third party, though it mirrors what my friends and family say to me, too. It's difficult to think that he wasn't the kind, compassionate person I thought he was... and that I was that easily fooled. I also hate carrying this anger toward someone I cared so deeply about and was once so close to. I'm not used to being on bad terms with anyone. And I thought I meant more to him. But you're right -- I know in the long run there were many red flags and this was for the best. Hopefully the anger and sadness will fade. Thank you again. Truly. ",ANECDOTE,
207,"Almost everything. If I go out with friends, if I'm working late and don't check in, when I take calls out of the room with him. Anything I do away from him almost immediately becomes an issue, even if I explain it to him. It's to the point where my friends do not want him around at all when I hang out with them.",ANECDOTE,
208,"Future reference, do a tldr.

I read about 90% of it. Let me try to help a bit and make things as clear as I can. I, also, am 25...also have a sister who is 19, close to 20 so u and I can kind of relate. 

My sister doesn't live with me. I won't let her move in for this reason: I am not her mother and I refuse to tell her what to do. 

You're mothering your sister. Knock it off. Your sister is 20, she will grow up on her own time line and she will do what she pleases when she wants to. If she pays her portion of the bills then leave it at that. You could ASK her to help with doing things but her bedroom that she pays for is none of your business and her laundry problem isn't your problem to worry about either. 
If you've already established that she isn't coming with u and your kid and husband then let things be until the move and tell her ahead of time so she can make arrangements. ",ADVICE,
209,We have thought about this as we are concerned about her mental well being and would want her kids to keep an eye on things. Ultimately decided against contacting anyone from her family in an attempt to cut ties completely. ,ANECDOTE,
210,"> I was laid off December 20th so I currently have no income

Then why even mention the first paragraph at all? It literally has zero bearing now on this conversation.

> I don't go back to work until at least April

No. You go back to work now. Like literally right now. Start looking for another job yesterday. Literally anything.

> If I can't find work I may have to go on welfare, and I'm too proud to do that after sustaining myself from 18 into my early 20's.

If Welfare is an option, then you should have gone on that in December. You're stressing yourself and your girlfriend out because of pride, when your country is gracious enough to offer you this safety net? That's silly.

You have your two options. Get a job yesterday, regardless of whether it's construction or sweeping the street and get on welfare until you do get that job ASAP.",ADVICE,
211,"Once they pull the suicide card they are in manipulation town, everything they say and do is to get you to interact with them by guilting you.

He needs help in a lot of ways, you did what you can, he refuses to believe anything other than what he already does.

Best thing to do is learn from it and just continue to ignore him because he isn't going to change if you have repeated why you broke up and he continues to believe otherwise.",WARNING,
212,"„because nobody else wants me“

that‘s essentially his subconcious answer to your question about why you are desirable?

seriously?

just think about what kinda weight those five words have and what they imply.

man, the first thought that comes to mind if i ask myself the same thing is that i’m seriously not sure if i would consider my life worth living without my girl.",APPRAISAL,
213,Therapy? Work with a professional? Talk it out with people? ,APPRAISAL,
214,"Thanks, and I don’t know, she knew before him but it could be jealousy over my relationship with my bf and her trying to hurt me or break us up, I felt like I trusted him more when he said it wasn’t him ",ANECDOTE,
215,"""It's not me you owe an apology to, it's my girlfriend.""

You accepting the apology is basically acknowledging that you think that you were deserving of an apology.",APPRAISAL,
216,"This is similar to what I was thinking too. I just didn't want to assume the worst immediately, but I think you're right about the space thing. Thanks. ",ANECDOTE,
217,"It doesn't feel like it today, but you are lucky as hell this happened now before you are legally committed to her. Take the gift of knowledge she has given you that's she's a liar and a cheater and bail immediately. ",ADVICE,
218,This is a very helpful way to think about things. Thanks for the advice!,ANECDOTE,
219,"First: I'd take some of that money and invest it. You'd be surprised how fast someone could piss away millions. You don't need to work, so hire a finance guy and let him help you invest smart and help manage everything.

Second: Go. You're a 40s guy who's single. Do things that you've always wanted to do, and things that terrify you. Hell if it was me, I'd bring some video cameras with me and document it all. Not many people get to see the world.

Third: Meet people. Genuine people who will like you for who you are. If you must, hide your money from them until you know that they are genuine. Find people to spend your time with. You can do this by just going out to places where people enjoy similar things. Join a club or something.

Fourth: Help people. You have an amazing opportunity to help people. Donate some to charity, or better yet, volunteer at places. You don't need to work for money, so maybe try and work for the good of others. 

Quick little thing: I knew a guy who I only later found out was loaded. I knew him through this organization called BACA: Bikers Against Child Abuse. He joined a cause that he wanted to fight for, and all those guys that are in that organization are fantastic people. My dad was part of BACA as well, and I would go on rides with him as a kid, so that's how I got to know some people in there. Some of these guys invited me and my dad on a fishing trip in February, and we happily agreed. I met this guy there on these fishing trips, and we talked a little while fishing/hanging out in the cabin. He was a great, honest man.

It wasn't until after the trip that my dad told me he was a millionaire. I respected him for it. He didn't let the fact that he has money take over, and did the things that he liked doing, and surrounded himself with great, honest people. I'm gonna miss that guy.

Best of luck to you, hope you find what you're looking for.",ADVICE,
220,"Np :D

I hope that I some of what I wrote may serve you and other people in actually beginning ""that one"" relationship.

Anyways,Thanks for your compliment. Have a great day :D",EMOTIONAL_SUPPORT,
221,"Wowww. You have swallowed some serious reductive essentialist bullshit in trying to get your head around sex and love. I'm sorry that your anxiety around the issues of self worth have brought you to this dehumanizing place.

I hope you find a source of  help that honors your humanity and that of people you now see as opponents.",APPRAISAL,
222,"Yeah you're right

But if I don't give a fuck about losing, then I'll be more enclined to lose... right?",ANECDOTE,
223,"Dude don't even worry about it. It's a fantasy for a reason. If it were anything real? Then it wouldn't be a FANTASY. Everybody has something they think is embarrassing, but what you are experiencing is one of the most common fetishes in existence. I'm not saying to go through with it, personally I like to keep my fantasies separate from my actual love life, but you have to just accept that what's in your mind is in YOUR mind. Nobody else will ever know about it but you. And it's not a big deal. You have to understand that it's not a big deal at all. If your not comfortable with sharing the fantasy with your S.O. then don't, let it remain as it is. But don't contemplate suicide because you think you are fucked up for having such a fantasy, like come on dude. There is nothing wrong with you. ",EMOTIONAL_SUPPORT,
224,Your receipts are $800 and COGS is $500. The $300 is gross profit. You also need to track the value of your inventory at the start and end of the year. You should have a look at Schedule C and instructions.,ADVICE,
225,"No.

Keep it light on the profile itself. Get into the other stuff either via messaging or in person. Why share all your information with someone you might not have any interest in dating?

Privileged information like that is reserved for people who are more worthwhile, i.e. someone you can actually envision dating or having a relationship with.",ADVICE,
226,"Yeah, keep your head up, dont dwell on the past too much unless you're with friends and laughing ",EMOTIONAL_SUPPORT,
227,"Best advice here, Talk to a lawyer now.",ADVICE,
228,"It depends on whether or not you think it's a scam.  If you do think so, then make her go through the court.  If not, the a subpoena will make her jump through a couple of extra hoops.  IANAL, though.  You may want to consult with one.  ",APPRAISAL,
229,"Maybe show her a possible salary for someone with an Environmental Studies degree, then layout some typical expenses she would see living in her own. Then add in the typical minimum loan payment for $90k. This should make an impact.",ADVICE,
230,"The best, albiet not the easiest thing to do it ask for a private conversation and talk things out. Be it for better or worse. You're still young and have a lot to look forward to. Best to either bury the shovel and go your seperate ways or bring her along for the ride. It's your choice bud.

I was in the same boat as you in high school, but my ex's and I managed to remain friends despite the awkwardness that eventually went away as we found our friendship again.

If you can remain friends or get back together, that's awesome. If not, don't let this hold you back.",ADVICE,
231,It might not if you have a person evaluate your financial situation and tell you to your face that you can afford these luxuries and lifestyle you've been depriving yourself of.,APPRAISAL,
